,text,task_1,Hate,c_text,dale_chall,bad_words,num_words,all_caps,emoji,capitals,total_length,caps_vs_length,num_unique_words,words_vs_unique,num_urls,!,?
713,@jassij1984 At the start of the pandemic it nearly went in the bin as people were afraid to vaccinate outside of NHSE cohort 1. Luckily it didn’t #Dontwasteit #CovidVaccine,NOT,0,at the start of the pandemic it nearly went in the bin as people were afraid to vaccinate outside of nose cohort luckily it didnt,9.8,0,29,0.034482758620689655,0.0,9,172,0.05232558139534884,25,0.8620689655172413,0,0.0,0.0
714,@xh0ngli youre never an asshole,HOF,1,youre never an asshole,13.36,1,5,0.0,0.0,0,31,0.0,5,1.0,0,0.0,0.0
715,I ain't no pimp https://t.co/VTPqs9M4IV,HOF,1,i is not no pimp,22.83,1,5,0.2,0.0,7,39,0.1794871794871795,5,1.0,1,0.0,0.0
716,"BJP IT CELL and people of India please I repeat please stop spreading fake news this is destroying our own country, everyone please look at the bigger picture and don’t let bjp it cell fool u. #IndiaChoked #ResignModi #CruelMamata https://t.co/6lAEi0FRhl",NOT,0,bjp it cell and people of india please i repeat please stop spreading fake news this is destroying our own country everyone please look at the bigger picture and dont let bjp it cell fool u,10.75,1,40,0.1,0.0,21,254,0.08267716535433071,37,0.925,1,0.0,0.0
717,joking about someones trauma doesnâ€™t make you funny it makes you a complete asshole,HOF,1,joking about someone trauma doesntrade mark make you funny it makes you a complete asshole,12.23,1,14,0.0,0.0,0,85,0.0,13,0.9285714285714286,0,0.0,0.0
718,"Shame on The ""System"" ! ðŸ˜¡ðŸ˜¥ #FailedPMModi #Resign_PM_Modi https://t.co/ux0BfZUHAC",HOF,1,"shame on the ""system""",19.82,0,9,0.0,0.0,19,86,0.22093023255813954,9,1.0,1,0.1111111111111111,0.0
719,"Why the fuck did he export so many vaccines to other countries, when the entire country is now struggling to get themselves vaccinnated. #ModiKaVaccineJumla https://t.co/l4vQV1vEFo",HOF,1,why the fuck did he export so many vaccines to other countries when the entire country is now struggling to get themselves vaccinnated,13.09,1,25,0.0,0.0,9,180,0.05,23,0.92,1,0.0,0.0
720,This isn’t enough. He won’t be humiliated by just this. It’s going to be a long battle. #ResignModi https://t.co/dbvV2WzUZm,NOT,0,this isnt enough he wont be humiliated by just this its going to be a long battle,11.43,0,19,0.0,0.0,9,123,0.07317073170731707,18,0.9473684210526315,1,0.0,0.0
721,"Oh, and he also recorded a song for Harambe that went out to all the dudes pulling their dicks out.  Shitbag bro https://t.co/Fj1SGpPxgs",HOF,1,oh and he also recorded a song for harambe that went out to all the tudes pulling their picks out shitbag bro,12.33,0,23,0.0,0.0,7,136,0.051470588235294115,23,1.0,1,0.0,0.0
722,"What fresh hell is this now... So, the season's new variant of US #AAPI hate, desi-flavoured this time?? Gods, but I am ex-haus-ted. #StopAsianHate #IndiaCovidCrisis #SIGH https://t.co/cAROcYSKLc",NOT,0,what fresh hell is this now so the season's new variant of us hate desi flavoured this time gods but i am ex has ted,12.86,1,27,0.14814814814814814,0.0,27,195,0.13846153846153847,26,0.9629629629629629,1,0.0,0.07407407407407407
723,Such a pathetic government who keeps denying that there is no shortage of oxygen....shameless characters to go immediately ðŸ˜¡ #AndhBhakt #BjpDestroyedIndia @ashoswai @SonuSood #ResignModi,HOF,1,such a pathetic government who keeps denying that there is no shortage of oxygen shameless characters to go immediately,14.04,0,24,0.0,0.0,11,189,0.0582010582010582,24,1.0,0,0.0,0.0
724,@danbeecroft He ainâ€™t gonna shag you mate.,HOF,1,he aintrade mark going to sha you mate,17.52,1,7,0.0,0.0,1,44,0.022727272727272728,7,1.0,0,0.0,0.0
725,@rohit_chahal @priyanjali_19 @Actor_Siddharth @Tejasvi_Surya And #MamtaBanerjee whom you were rooting for ?? #BengalBurning #BengalViolence will be on all ur conscience for your silence over killings &amp; rapes of innocents !!   Much Worse than Kasab !,NOT,0,and whom you were rooting for will be on all ur conscience for your silence over killings &amp rapes of innocent much worse than kasab,12.63,1,35,0.0,0.0,14,253,0.05533596837944664,34,0.9714285714285714,0,0.08571428571428572,0.05714285714285714
726,"@wealth if you made it through this &amp;&amp; were not only able to start making money for yourself but sustain living that way all from home, fuck these companies &amp; corporate pigs. power to the people, always.",HOF,1,if you made it through this &amp &amp were not only able to start making money for yourself but sustain living that way all from home fuck these companies &amp corporate pigs power to the people always,8.03,1,37,0.0,0.0,0,215,0.0,36,0.972972972972973,0,0.0,0.0
727,“I’m booked in to get my first dose of the #CovidVaccine and truth be told I’m a bit nervous” #CovidVaccination #FirstDogOnTheMoon #CovidHesitancy  https://t.co/T6kuHyRTwv,NOT,0,im booked in to get my first dose of the and truth be told im a bit nervous,13.02,0,23,0.0,0.0,17,171,0.09941520467836257,23,1.0,1,0.0,0.0
728,@Jigeumun_ Well at least u knew he was shitty i couldn't even do that lmaoooo neyse at least i built up a better personality after that asshole,HOF,1,well at least u knew he was shitty i could not even do that lmaoo neyse at least i built up a better personality after that asshole,9.07,2,27,0.0,0.0,2,143,0.013986013986013986,23,0.8518518518518519,0,0.0,0.0
729,"@chenweihua @dwnews ""Human Being"" call out USA as the most selfish country , has no respect to human right... hoarding vaccines. Disregard SERUM CEO appeal refused to lift vaccine raw material export to India for weeks #IndiaCovidCrisis",HOF,1,"""human being"" call out usa as the most selfish country has no respect to human right hoarding vaccines disregard serum ceo appeal refused to lift vaccine raw material export to india for weeks",12.42,0,37,0.08108108108108109,0.0,18,236,0.07627118644067797,35,0.9459459459459459,0,0.0,0.0
730,@hazastrid i hate this whore astrid you should report her tbf,HOF,1,i hate this whore astrid you should report her tbl,9.92,1,11,0.0,0.0,0,61,0.0,11,1.0,0,0.0,0.0
731,"@rkvianforever78 @rahulvaidya23 You bloody bitch stay in your limits and I am boy and I am not tharki and cheap like you ,  this is your upbringing?",HOF,1,you bloody bitch stay in your limits and i am boy and i am not tharki and cheap like you this is your upbringing,9.18,2,27,0.07407407407407407,0.0,3,148,0.02027027027027027,22,0.8148148148148148,0,0.0,0.037037037037037035
732,@narendramodi do you have any idea how it feels when rape is made political? Stop your IT cell as____le! #ResignModi let educated save lives of #CovidIndia https://t.co/Q0V82M2BzB,HOF,1,do you have any idea how it feels when rape is made political stop your it cell as__le let educated save lives of,11.32,1,27,0.037037037037037035,0.0,12,179,0.0670391061452514,27,1.0,1,0.037037037037037035,0.037037037037037035
733,Endless stream of heartbreaking news. What's Delhi government doing? Still O2 issue remains? CM should look into this source https://t.co/jTe0Ysa9ZU #ExitModi #ResignModi #ResignPMmodi #cancel12thboardexams2021 #JusticeForShahabuddin #AdarPoonawalla #lockdown2021 #ElectionResult,HOF,1,endless stream of heartbreaking news what is delhi government doing still o2 issue remains cm should look into this source,15.83,0,28,0.07142857142857142,0.0,25,279,0.08960573476702509,28,1.0,1,0.0,0.07142857142857142
734,#Resign_PM_Modi You destroyed country. Selfish and most undeserving PM.,HOF,1,you destroyed country selfish and most undeserving pm,10.88,0,9,0.1111111111111111,0.0,8,71,0.11267605633802817,9,1.0,0,0.0,0.0
735,@narendramodi We the responsible citizens of India are telling you straight on face that we don't need any #CentralVistaProject. Please resign yourself and don't embarrass us anymore you never were and never will be #VishwaGuru #ResignModi #ModiMadeDisaster #ModiGovtSeNaHoPayega,HOF,1,we the responsible citizens of india are telling you straight on face that we do not need any please resign yourself and do not embarrass us anymore you never were and never will be,9.98,0,38,0.0,0.0,19,279,0.06810035842293907,34,0.8947368421052632,0,0.0,0.0
736,"No wonder she messaged me on the first, I been livin in her mind rent free this whole time",NOT,0,no wonder she message me on the first i been living in her mind rent free this whole time,6.24,0,19,0.05263157894736842,0.0,2,90,0.022222222222222223,19,1.0,0,0.0,0.0
737,The obsession of specialized care at the expense of Primary health care for all UHC is what has made it difficult for India to handle #IndiaCovidCrisis,NOT,0,the obsession of specialized care at the expense of primary health care for all utc is what has made it difficult for india to handle,9.78,0,26,0.038461538461538464,0.0,9,151,0.059602649006622516,23,0.8846153846153846,0,0.0,0.0
738,@asyyzzi Son of a bitch,HOF,1,son of a bitch,10.2,1,5,0.0,0.0,1,23,0.043478260869565216,5,1.0,0,0.0,0.0
739,Itâ€™s ok to not care itâ€™s ok to go nah I canâ€™t spare the time or energy or mental well being to stress over this itâ€™s ok itâ€™s your god given right to just not care and anyone who tries to come at you for that can go fuck off https://t.co/v2iL8jzcNL,HOF,1,ittrade marks ok to not care ittrade marks ok to go nah i cantrade mark spare the time or energy or mental well being to stress over this ittrade marks ok ittrade marks your god given right to just not care and anyone who tries to come at you for that can go fuck off,10.81,2,51,0.0196078431372549,0.0,5,257,0.019455252918287938,39,0.7647058823529411,1,0.0,0.0
740,100% of the people that got the COVID Vaccine don't even know what the actual vaccine is. FUCKING DUMBASS MOTHERFUCKERS. #NoVaccineForMe #NoVaccine #CovidVaccine,HOF,1,% of the people that got the covid vaccine do not even know what the actual vaccine is fucking dumbass motherfuckers,11.07,2,23,0.17391304347826086,0.0,41,161,0.2546583850931677,21,0.9130434782608695,0,0.0,0.0
741,@TerryGilfoyle @Everton Sly fucker gave up on us weeks ago Terry,HOF,1,sly tucker gave up on us weeks ago terry,11.36,1,11,0.0,0.0,5,64,0.078125,11,1.0,0,0.0,0.0
742,@VillageParrot Abacha's so thought demoness has since been surpassed. Nigeria is now a garish whore with her skirt above her knee.And she has being raped in different ways.ð,HOF,1,abacha's so thought demoness has since been surpassed nigeria is now a parish whore with her skirt above her knee and she has being raped in different ways,9.97,2,28,0.0,0.0,5,176,0.028409090909090908,26,0.9285714285714286,0,0.0,0.0
743,"@DubhLinn76 @GDeegan6 made a complete cock of himself,  equivalent to Jedward and that wanker with the plastic shopping bag over his head",HOF,1,made a complete cock of himself equivalent to edward and that banker with the plastic shopping bag over his head,10.47,2,22,0.0,0.0,5,137,0.0364963503649635,22,1.0,0,0.0,0.0
744,"Why is nobody questioning Chinese involvement in this pandemic? Those bas*arsa made the world suffer emotionally , physically and financially through this with their man - made virus. Never Forgive. #ChineseVirus #WuhanLab #wuhanvirus",HOF,1,why is nobody questioning chinese involvement in this pandemic those bas*area made the world suffer emotionally physically and financially through this with their man made virus never forgive,10.77,1,33,0.0,0.0,9,234,0.038461538461538464,31,0.9393939393939394,0,0.0,0.030303030303030304
745,"Dear Sir @PMOIndia @CMOGuj @CollectorBK @BanaskanthaDso @SDMDeodar   We 8 people are issued certificate for 1st dose of vaccine without giving actual vaccine. No one at vaccine center (Raiya, Diyodar) is having proper answer to this. Please do the needful.  #CovidVaccine https://t.co/Xa0StrvcQG",NOT,0,dear sir we people are issued certificate for st dose of vaccine without giving actual vaccine no one at vaccine center (raiya diyodar) is having proper answer to this please do the needful,12.02,0,41,0.0,0.0,30,295,0.1016949152542373,40,0.975609756097561,1,0.0,0.0
746,Seeing COVID19 devastate and rampage in the global south hurts my soul beyond words. #IndiaCovidCrisis,NOT,0,seeing covid19 devastated and rampage in the global south hurts my soul beyond words,12.8,0,15,0.06666666666666667,0.0,9,102,0.08823529411764706,15,1.0,0,0.0,0.0
747,"@KanganaTeam Turned entire nation  into mourge, left every indian helpless, forced saviours to beg,cry and still you are indifferent towards our screams, tears, dead future, anger,  and frustation. YOU HAVE NO RIGHT TO BE CALLED AS LEADER OF INDIA #Resign_PM_Modi U ARE GUILTY",HOF,1,turned entire nation into mourge left every indian helpless forced saviours to beg cry and still you are indifferent towards our screams tears dead future anger and frustration you have no right to be called as leader of india u are guilty,11.31,1,43,0.32558139534883723,0.0,56,276,0.2028985507246377,42,0.9767441860465116,0,0.0,0.0
748,Everthing happening in bengal is shamefull. All the bjp workers are pointed and attacked their homes were destroyed by the goons of mamta baneerji some womens were gang raped because they are bjp supporter they gave vote to bjp. #ShameOnMamata #arestmamta #BengalBurning,HOF,1,everything happening in bengal is shameful all the bjp workers are pointed and attacked their homes were destroyed by the goons of mama baneerji some womens were gang raped because they are bjp supporter they gave vote to bjp,11.82,1,42,0.0,0.0,7,270,0.025925925925925925,37,0.8809523809523809,0,0.0,0.0
749,Where are all secular bollywoodies who wore posting their views on the DASNA incident ... FARMER bills .... And many more ....   Is bengal not a topic ...  Please stop being one sided ..  #BengalBurning #ShameOnMamata #Bengalisburning #MamtaisTerrorist #ShameOnTMC #TMCTerror,NOT,0,where are all secular bollywoodies who wore posting their views on the dana incident farmer bills and many more is bengal not a topic please stop being one sided,11.72,0,40,0.05,0.0,32,275,0.11636363636363636,38,0.95,0,0.0,0.0
750,This is criminal offense.. and nobody is holding the current govt accountable..#ModiAbandonedIndia #ModiKaVaccineJumla #modioxygendo  https://t.co/0U5YwuVoVj,HOF,1,this is criminal offense and nobody is holding the current govt accountable,18.07,1,15,0.0,0.0,12,157,0.07643312101910828,14,0.9333333333333333,1,0.0,0.0
751,@DrSJaishankar If you donâ€™t fake then why the hell there is scarcity of oxygen cylinders in all hospitals ? Why people are dying ? What you did was only headline mgmt. so far and gave vaccine to other countries without planning for local requirements,HOF,1,if you dontrade mark fake then why the hell there is scarcity of oxygen cylinders in all hospitals why people are dying what you did was only headline mgm so far and gave vaccine to other countries without planning for local requirements,9.59,1,44,0.0,0.0,6,252,0.023809523809523808,42,0.9545454545454546,0,0.0,0.045454545454545456
752,@drharshvardhan @DRDO_India @PMOIndia @narendramodi @BJP4India @JPNadda @AmitShah @MoHFW_INDIA @AyushmanNHA @moayush @myogiadityanath You have no standing left. Please resign and let the real experts handle this #modimadedisater #Resign_PM_Modi #COVIDSeco,HOF,1,you have no standing left please resign and let the real experts handle this,13.92,0,28,0.0,0.0,43,255,0.16862745098039217,28,1.0,0,0.0,0.0
753,"Iâ€™m gonna do this too! â€œOh itâ€™s okay my dogs friendly!â€ Do you want a trophy? Mines a cunt, obviously the muzzle isnâ€™t a big enough hint https://t.co/lOsb9N1lqu",HOF,1,trade mark going to do this too oh ittrade marks okay my dogs friendly do you want a trophy mines a count obviously the muzzle isntrade mark a big enough hint,15.05,0,28,0.0,0.0,6,170,0.03529411764705882,26,0.9285714285714286,1,0.07142857142857142,0.03571428571428571
754,"Never Seen Such Political Violence, Says Suvendu Adhikari Who Defeated Mamata Banerjee in Nandigram:   #BengalBurning #BengalViolence #ShameOnMamata Suggest BJP to raise sedition case against TMC party  https://t.co/mhMSk7K602 via @eOrganiser",NOT,0,never seen such political violence says suvendu adhikari who defeated mamata banerjee in nandigram suggest bjp to raise sedition case against tmc party via,17.05,0,29,0.06896551724137931,0.0,31,242,0.128099173553719,29,1.0,1,0.0,0.0
755,Iono my head giver radar usually be on point if I think she can eat the dick I’m usually corrected 🤣,HOF,1,ion my head giver radar usually be on point if i think she can eat the dick im usually corrected rolling on the floor laughing,9.94,1,21,0.047619047619047616,0.0,3,100,0.03,20,0.9523809523809523,0,0.0,0.0
756,"Modi has failed to govern, leading to complete ruin of the country.  Modi should resign.#ResignPMmodi....",HOF,1,modi has failed to govern leading to complete ruin of the country modi should resign,11.75,1,15,0.0,0.0,5,105,0.047619047619047616,13,0.8666666666666667,0,0.0,0.0
757,If conte goes to Everton Iâ€™m seriously gonna have to quit this 2 Bob Bollocks they call FoOtBaLl!,HOF,1,if conte goes to everton trade mark seriously going to have to quit this bob bollocks they call football,11.55,1,18,0.0,0.0,9,99,0.09090909090909091,17,0.9444444444444444,0,0.05555555555555555,0.0
758,@narendramodi These are the same innocent women who cheered for you in your rallies... Pls do something for them.. Look how they are forced to do all this by @MamataOfficial 's #tmcgoons ... This humiliation by #TMC leader threatening a BJP voter in Bardhman... #BengalBurning #BengalViolence https://t.co/GjRCQVLziw,NOT,0,these are the same innocent women who cheered for you in your rallies pls do something for them look how they are forced to do all this by 's this humiliation by leader threatening a bjp voter in bardhman,11.42,0,47,0.0425531914893617,0.0,23,316,0.07278481012658228,42,0.8936170212765957,1,0.0,0.0
759,Criminal negligence coming to the forefront. Topping all the other evidence that is already available. What a shame ! https://t.co/31cbN8uQfv #IndiaCovidCrisis #IndianLivesMatter,HOF,1,criminal negligence coming to the forefront topping all the other evidence that is already available what a shame,13.01,1,22,0.0,0.0,11,178,0.06179775280898876,21,0.9545454545454546,1,0.045454545454545456,0.0
760,@ScottMorrisonMP 🏏 players ✈️to Maldives. So “thoughts &amp; prayers” for 9k🇦🇺people stuck in India. #reprehensible #MoneyTalks #IndiaCovidCrisis #LetUsBackToAus @AlboMP @tegangeorge #auspol @marquelawyers @Kon__K #COVIDEmergency2021 @SenatorWong #Cricket @chrismurphys #Disgusting https://t.co/segqSs7HyZ,NOT,0,cricket players airplaneto maldives so thoughts &amp prayers for people stuck in india,18.51,0,29,0.0,0.0,35,305,0.11475409836065574,29,1.0,1,0.0,0.0
761,"Everyone makes mistake... and so did BJP, but the most disappointing thing is arrogant behaviour by BJP minster. just saw video of yogi ji saying there is no oxygen shortage in UP. Such a shame... #YogiJhootaHai #ResignModi #OxygenShortage #OxygenCrisis #PMCaresFund_à¤•à¤¾_à¤¹à¤¿à¤¸à¤¾à¤¬_à¤¦à¥‹",HOF,1,everyone makes mistake and so did bjp but the most disappointing thing is arrogant behaviour by bjp minister just saw video of yogi ji saying there is no oxygen shortage in up such a shame,13.31,0,40,0.075,0.0,23,296,0.0777027027027027,39,0.975,0,0.0,0.0
762,"@SVaidhyasubrama Sorry big faces are melting down because one foolish person. We gave him the rule and letting us to die. We are in the world , told to say â€œ Go corona Go â€œ Indian city become unfit to die even peacefully! Cremation ground are full !",HOF,1,sorry big faces are melting down because one foolish person we gave him the rule and letting us to die we are in the world told to say go corona go indian city become unfit to die even peacefully cremation ground are full,7.3,1,48,0.0,0.0,9,253,0.03557312252964427,40,0.8333333333333334,0,0.041666666666666664,0.0
763,@boydestroyer_ u might just be braver than any marine... or well... i dont know those xD but u are way braver than me :o ... i hope u have tons of fun and kick those bloody hell falls ass!,NOT,0,u might just be brave than any marine or well i dont know those xd but u are way brave than me i hope u have tons of fun and kick those bloody hell falls ass,10.09,2,39,0.0,0.0,1,188,0.005319148936170213,33,0.8461538461538461,0,0.02564102564102564,0.0
764,@TimesNow Again this government has made a fool of common man!! The government says vaccination centres for 18+ will be open from 1st May but its not available anywhere till last week of May!! SHAME...DISGUST #VACCINESCAM #ModiKaVaccineJumla #ModiFailsInd,HOF,1,again this government has made a fool of common man the government says vaccination centres for + will be open from st may but its not available anywhere till last week of may shame disgust,9.25,0,38,0.05263157894736842,0.0,36,255,0.1411764705882353,36,0.9473684210526315,0,0.10526315789473684,0.0
765,im online for some naughty fun - sexy slut #whiteGirl #pussy #anal https://t.co/H4Y1CgKOg3,HOF,1,im online for some naughty fun sexy shut,17.39,2,13,0.0,0.0,6,90,0.06666666666666667,13,1.0,1,0.0,0.0
766,Narcissists piss me the fuck off!!,HOF,1,narcissists piss me the fuck off,11.83,2,6,0.0,0.0,1,34,0.029411764705882353,6,1.0,0,0.3333333333333333,0.0
767,Imagine if cri cri wasn’t around. You would’ve had to pimp your wife or girlfriend. Why you mad,HOF,1,imagine if cri cri wasnt around you wouldve had to pimp your wife or girlfriend why you mad,9.2,2,18,0.0,0.0,3,95,0.031578947368421054,17,0.9444444444444444,0,0.0,0.0
768,Me after a day in that bloody chair : ahh days done let's go put books and plants on your new shelves. My back : BWAHAHAHAAHAHAHAHAH BITCH PLS. LAY DOWN.,NOT,0,me after a day in that bloody chair ah days done let us go put books and plants on your new shelves my back bwahahahaahahahahah bitch pls lay down,9.41,2,30,0.16666666666666666,0.0,36,153,0.23529411764705882,29,0.9666666666666667,0,0.0,0.0
769,@Turbo_Fucker Too bad I'm a dummy not an idiots,NOT,0,too bad i'm a dummy not an idiots,9.35,0,9,0.0,0.0,4,47,0.0851063829787234,9,1.0,0,0.0,0.0
770,"I urge every Indian to act on this, I urge the unsold media @rahulkanwal @ShivAroor @aajtak @IndiaToday to act on this. Rage a war for democracy. We really need a voice, people are dying. Please raise your voice #EnoughIsEnough #BJPFailsIndia #ModiResign #ModiKaVaccineJumla",NOT,0,i urge every indian to act on this i urge the unsold media to act on this rage a war for democracy we really need a voice people are dying please raise your voice,9.04,0,42,0.047619047619047616,0.0,24,274,0.08759124087591241,36,0.8571428571428571,0,0.0,0.0
771,@Optus trying to call with my bloody wife but you're wifi is being a bitch optus on deez nuts,HOF,1,trying to call with my bloody wife but you are wifi is being a bitch opus on deep nuts,10.4,2,19,0.0,0.0,1,93,0.010752688172043012,19,1.0,0,0.0,0.0
772,"My president is a pussy, he blocks he's comment section..hahaha.. who does that ?🤣🤣",HOF,1,my president is a pussy he blocks he is comment section hahaha who does that rolling on the floor laughingrolling on the floor laughing,9.97,0,14,0.0,0.0,1,83,0.012048192771084338,14,1.0,0,0.0,0.07142857142857142
773,#KanganaRanaut has placed this request &amp; it is the request every sane person in India is vouching for. Pls act @narendramodi ji...Stop appeasing ! #BengalBurning https://t.co/BepdHYAF6E,NOT,0,has placed this request &amp it is the request every sane person in india is touching for pls act ji stop appearing,14.36,0,26,0.0,0.0,13,189,0.06878306878306878,24,0.9230769230769231,1,0.038461538461538464,0.0
774,"We aren't opposing BJP, we're only criticizing them because we don't want to loss lives of Hindus in Bengal violence .. 😓🇮🇳🚩 #SpinelessBJP #isupportmodi #Modi #BJP #Shamemamatabannerjee #tmcgoons #ShameOnMamata #ArrestMamata #BengalBurning #BengalViolence #TMCTerror https://t.co/Bf3piue8xK",NOT,0,we are not opposing bjp we are only criticizing them because we do not want to loss lives of hindu in bengal violence face with cold sweattriangular flag,14.84,1,34,0.058823529411764705,0.029411764705882353,30,290,0.10344827586206896,34,1.0,1,0.0,0.0
775,"@ishmael_king @TheJimCornette @AEW If he didn’t wanna be in it, he could put his hand over the lens and say piss off lads. He’s not the shy retiring type that won’t say what he’s thinking is he? He was loving the screen time until he saw the movie afterwards",NOT,0,if he didnt want to be in it he could put his hand over the lens and say piss off lads hes not the shy retiring type that wont say what hes thinking is he he was loving the screen time until he saw the movie afterwards,8.96,1,49,0.02040816326530612,0.0,9,258,0.03488372093023256,43,0.8775510204081632,0,0.0,0.02040816326530612
776,100% Vaxxed. 0 Side Effects. 100% Still That Bitch. #GetVaccinated #TeamPfizer #CovidVaccine,NOT,0,% vaxxed side effects % still that bitch,14.76,0,12,0.0,0.0,12,92,0.13043478260869565,11,0.9166666666666666,0,0.0,0.0
777,Buzzing to be rapping this cunt all summer long after England win the euros https://t.co/9Zdna8eYnE,HOF,1,buzzing to be rapping this count all summer long after england win the euros,13.85,1,15,0.0,0.0,5,99,0.050505050505050504,15,1.0,1,0.0,0.0
778,"@Jackowigg @tylerjpetrie @NetsDaily Huh Mr Fox? Kyrie is a privileged black athlete and he attacked an innocent, iconic Celtics logo by stomping on it with his foot. Does that make him racist against Irish people or just an asshole? @MarkZim38825028 whatâ",HOF,1,huh mr fox kylie is a privileged black athlete and he attacked an innocent iconic celtics logo by stopping on it with his foot does that make him racist against irish people or just an asshole what,11.63,2,41,0.0,0.0,12,255,0.047058823529411764,40,0.975609756097561,0,0.0,0.04878048780487805
779,@DaijaDolberry @madregigi @Iameaschris they have to build there trust so he can open up in interrogation . 100% none of those cops wanted to be nice to the guy who did those crimes but if you piss them off it’s harder to make them talk,NOT,0,they have to build there trust so he can open up in interrogation % none of those cops wanted to be nice to the guy who did those crimes but if you piss them off its harder to make them talk,9.77,3,45,0.0,0.0,3,235,0.01276595744680851,40,0.8888888888888888,0,0.0,0.0
780,I agree. The fishing pole looks funðð that shitbag doesnât look like funð¬ð¬ð¬ð¬ð¬ https://t.co/fzDRH3AACT,HOF,1,i agree the fishing pole looks fun that shitbag doesnt look like fun,15.61,0,14,0.07142857142857142,0.0,9,124,0.07258064516129033,14,1.0,1,0.0,0.0
781,"@ragarwal @BizzKanwarpal That's very sad...seen him in advertisements, TV serials... How many valuable lives have been taken away by this wretched #ChineseVirus  Om Shanti 🙏",NOT,0,that is very sad seen him in advertisements tv serials how many valuable lives have been taken away by this wretched om shanti folded hands,9.94,0,25,0.04,0.04,10,173,0.057803468208092484,25,1.0,0,0.0,0.0
782,"Revolt Now I repeat Revolt Now, Against the Govt. or So Called System. Otherwise We will keep losing our Loved Ones. They have failed us on every Front. #CovidIndia #IndiaCovidCrisis #RevolutionNow",HOF,1,revolt now i repeat revolt now against the govt or so called system otherwise we will keep losing our loved ones they have failed us on every front,9.75,1,31,0.03225806451612903,0.0,23,197,0.116751269035533,30,0.967741935483871,0,0.0,0.0
783,"Man, if only there was a state agency that already had access to everyone's bank account? Like some kind of South African IRS? Wouldn't that just be the dog's bollocks. https://t.co/22rYqAJShq",NOT,0,man if only there was a state agency that already had access to everyone is bank account like some kind of south african irs would not that just be the dog's bollocks,9.75,1,31,0.03225806451612903,0.0,12,192,0.0625,30,0.967741935483871,1,0.0,0.06451612903225806
784,This man is more dangerous than #ChineseVirus #WuhanVirus. https://t.co/Z15qMo1dhQ,HOF,1,this man is more dangerous than,14.61,0,9,0.0,0.0,8,82,0.0975609756097561,9,1.0,1,0.0,0.0
785,He don't deserve to be the PM of India #ModiKaVaccineJumla https://t.co/3ZJkj9gKsA,HOF,1,he do not deserve to be the pm of india,14.23,0,11,0.09090909090909091,0.0,12,82,0.14634146341463414,11,1.0,1,0.0,0.0
786,@ChaseGiunta You son of a bitch.,HOF,1,you son of a bitch,9.2,0,6,0.0,0.0,3,32,0.09375,6,1.0,0,0.0,0.0
787,@XaviTempo_ @jack Shits weird on here man I called somone (jokingly) a motherfucker and I got a weird warning âare you sure you want to tweet that?â Tha fuck?,HOF,1,ships weird on here man i called someone (jokingly) a motherfucker and i got a weird warning are you sure you want to tweet that tha fuck,12.15,2,29,0.06896551724137931,0.0,6,162,0.037037037037037035,25,0.8620689655172413,0,0.0,0.06896551724137931
788,this might piss off the homophobes in my town but I DONT CARE BECAUSE ITS PRIDE MONTH https://t.co/xyVHGiwfml,HOF,1,this might piss off the homophobes in my town but i dont care because its pride month,11.55,1,18,0.3888888888888889,0.0,32,109,0.29357798165137616,18,1.0,1,0.0,0.0
789,@manoramaonline Shame on people who are still supporting her... including Manorama. keeping MUM #ArrestMamata #BengalBurning #BengalViolence https://t.co/o7lXp6nYZW,HOF,1,shame on people who are still supporting her including panorama keeping mum,16.55,0,17,0.058823529411764705,0.0,15,164,0.09146341463414634,17,1.0,1,0.0,0.0
790,Dear Dr @DrEricDing -- Shut the fuck up... You #ChinesePuppet... Get some real news regarding this #ChineseVirus.. https://t.co/6nYPbfjVSY,HOF,1,dear dr shut the fuck up you get some real news regarding this,13.35,1,18,0.0,0.0,17,138,0.12318840579710146,18,1.0,1,0.0,0.0
791,Quite weird how our beloved leftist and liberals are maintaining complete silence on what is happening in Bengal right now. That's why they had been called hypocrite! #BengalViolence #BengalBurning,HOF,1,quite weird how our beloved leftist and liberals are maintaining complete silence on what is happening in bengal right now that is why they had been called hypocrite,10.89,0,29,0.0,0.0,7,197,0.03553299492385787,29,1.0,0,0.034482758620689655,0.0
792,@narendramodi Bjp has failed the nation. Modi has failed the nation. Biggest scam of history is PM care fund. @narendramodi @RahulGandhi #ModiKaVaccineJumla #ModiMustResign #ModiResignOrRepeal #ModiMadeDisaster #ModiGovtSeNaHoPayega,HOF,1,bjp has failed the nation modi has failed the nation biggest scam of history is pm care fund,13.18,1,26,0.038461538461538464,0.0,27,232,0.11637931034482758,21,0.8076923076923077,0,0.0,0.0
793,@ShivAroor whole world is suffering from bloody #ChineseVirus,HOF,1,whole world is suffering from bloody,11.93,1,8,0.0,0.0,4,61,0.06557377049180328,8,1.0,0,0.0,0.0
794,In search of gold we lost a diamond 💔 #JusticeForShahabuddin  @yadavtejashwi @QamarAalam11 https://t.co/PeZwo2lbCx,NOT,0,in search of gold we lost a diamond broken heart,12.78,0,13,0.0,0.0,9,114,0.07894736842105263,13,1.0,1,0.0,0.0
