,text,task_2,PRFN,OFFN,NONE,c_text
289,"He was very quick. Not enough to get me to aggy, BUT I wouldâ€™ve yelled at his dumb ass. â€œCome on dick head with those dumb ass dances, do that stupid shit at your house or somethingâ€ You know, keep it simple lol https://t.co/Fbt9W5Ghid",PRFN,1,0,0,he was very quick not enough to get me to aggy but i wouldâ€trade markve yelled at his dumb ass â€œcome on dick head with those dumb ass dances do that stupid shit at your house or somethingâ€ you know keep it simple lol httpstcofbt9w5ghid
290,"Muslims should help cremate their dead because families too scared to perform the last rites of their loved ones! #IndiaCovidCrisis, Dalits &amp; Muslims donâ€™t get respite, in pandemic or without pandemic. They donâ€™t deserve human rights or dignity, forget about acknowledging them!",OFFN,0,1,0,muslims should help cremate their dead because families too scared to perform the last rites of their loved ones indiacovidcrisis dalits amp muslims donâ€trade markt get respite in pandemic or without pandemic they donâ€trade markt deserve human rights or dignity forget about acknowledging them
291,"When the elected MP of the Constituency is Gone Missing and so is the CM of the state ... things turn bad to worse and all they have is curse for their elected leaders... https://t.co/wInClf5lAF #resignmodi, @resignyogi",NONE,0,0,1,when the elected mp of the constituency is gone missing and so is the cm of the state  things turn bad to worse and all they have is curse for their elected leaders httpstcowinclf5laf resignmodi 
292,wait FUCK i mean this summer,PRFN,1,0,0,wait fuck i mean this summer
293,@BindalMuskaan You are right public is at fault for electing an asshole pm #ModiMustResign #ModiDisasterForIndia #ModiKaVaccineJumla #ModiFailsIndia,OFFN,0,1,0, you are right public is at fault for electing an asshole pm modimustresign modidisasterforindia modikavaccinejumla modifailsindia
294,i feel bad for giving him a viewer 😑 give lore now fucker,PRFN,1,0,0,i feel bad for giving him a viewer expressionless face give lore now fucker
295,@FitzWatt @MTsGoat13 @PFF @PFF_Steve Very funny cause my patriots are not contenders but we’re getting anyway to see that sexy son of a bitch play in the sexiest stadium in the NFL.,PRFN,1,0,0,   steve very funny cause my patriots are not contenders but we’re getting anyway to see that sexy son of a bitch play in the sexiest stadium in the nfl
296,â€˜Crime against humanityâ€™-Indiaâ€™s PM Modi slammed for COVID handling amid spiralling crisis and is accused of stifling dissent and choosing politics over public health amid a deadly pandemic. #ResignPMmodi #ResignModi #ModiMustResign #ModiGovtSeNaHoPayega https://t.co/qwangAq7uM,HATE,0,0,0,â€˜crime against humanityâ€trade markindiaâ€trade marks pm modi slammed for covid handling amid spiralling crisis and is accused of stifling dissent and choosing politics over public health amid a deadly pandemic resignpmmodi resignmodi modimustresign modigovtsenahopayega httpstcoqwangaq7um
297,"The cruelty of this global pandemic seems limitless. So many broken promises, broken connections, broken hearts.💔 Please Stay put! Follow protocol!! &amp; Be kind!!!😷 #pandemic #faith #COVIDisAirborne #COVIDSecondWaveInIndia #StayStrongIndia #StayHome #StaySafe #IndiaCovidCrisis",NONE,0,0,1,the cruelty of this global pandemic seems limitless so many broken promises broken connections broken heartsbroken heart please stay put follow protocol amp be kindface with medical mask pandemic faith covidisairborne covidsecondwaveinindia staystrongindia stayhome staysafe indiacovidcrisis
298,@nsitharaman @FinMinIndia @cbic_india Is this your dept. Concentrate on your damn portfolio and do your job. Took you and your dept long enough to announce the extension after we retaliated. Have some shame. #ResignModi #Resign_PM_Modi #ResignPMmodi #resi,HATE,0,0,0,  india is this your dept concentrate on your damn portfolio and do your job took you and your dept long enough to announce the extension after we retaliated have some shame resignmodi resignpmmodi resignpmmodi resi
299,"@wrcktraph Lagos is oversaturated with cars.  My God.  Cars, and kekes, and okadas.  Everything zipping and horning and just creating a bloody cacophony.  There's especially a special place in hell for Okadas that use horns meant for Trucks.  They wan make I ment for Bariga that year.",NONE,0,0,1, lagos is oversaturated with cars  my god  cars and kekes and okadas  everything zipping and horning and just creating a bloody cacophony  there's especially a special place in hell for okadas that use horns meant for trucks  they wan make i ment for bariga that year
300,"@jeremynewberger @livecut Well, if  Jason Miller's hooker is one of the sources, then you know it has to be true ð",PRFN,1,0,0,  well if  jason miller's hooker is one of the sources then you know it has to be true ð
301,It’s never good when research communities have a difficult relationship with their national governments. But this can be fatal in the middle of a pandemic.  #IndiaCovidCrisis #Brazil #pseudoscience https://t.co/qk7TGxuTaB,NONE,0,0,1,it’s never good when research communities have a difficult relationship with their national governments but this can be fatal in the middle of a pandemic  indiacovidcrisis brazil pseudoscience httpstcoqk7tgxutab
302,@glojabi he is a donkey son of a donkey!,NONE,0,0,1, he is a donkey son of a donkey
303,jesus!!! fuck shit!!! son of a fucking bitch i am at my limit!!!!! holy shit!!!!,PRFN,1,0,0,jesus fuck shit son of a fucking bitch i am at my limit holy shit
304,FANTASY: paint naked outside while I ride a dick.. is that to much to ask?🥵🤤🤤🤤,PRFN,1,0,0,fantasy paint naked outside while i ride a dick is that to much to ask🥵drooling facedrooling facedrooling face
305,Xi and his party are worse than Hitler and his nazis. Any person or country that supports Xi and his barbarians are to be met with immediate force. Donâ€™t agree? See this ðŸ‘‡ #chinesevirus #chinamustfall https://t.co/qqPWVmBIqn,HATE,0,0,0,xi and his party are worse than hitler and his nazis any person or country that supports xi and his barbarians are to be met with immediate force donâ€trade markt agree see this ðÿ‘‡ chinesevirus chinamustfall httpstcoqqpwvmbiqn
306,"@cynthiamurambwi Fokoro What's working you Suka Sperm rakapoya kondom, whose dick are u sucking anyway, that's why I used to call you Dinjiya back at school, in case you didn't know, get it!",OFFN,0,1,0, fokoro what's working you suka sperm rakapoya kondom whose dick are u sucking anyway that's why i used to call you dinjiya back at school in case you didn't know get it
307,What a shame ! @narendramodi  U r such a disgrace #ResignModi  is too small u should be tried for #murder https://t.co/PbtHRIxps6,OFFN,0,1,0,what a shame    u r such a disgrace resignmodi  is too small u should be tried for murder httpstcopbthrixps6
308,"Sadly #IndiaCovidCrisis is being fueled with gross misinformation.     Good food &amp; certain #ayurveda herbs may well help people recover, or not be so badly affected, BUT coronavirus is't flu &amp; can't be avoided with diet alone. #healthcare #LongCovid #desi  https://t.co/Ys2Z6zDlO3",NONE,0,0,1,sadly indiacovidcrisis is being fueled with gross misinformation     good food amp certain ayurveda herbs may well help people recover or not be so badly affected but coronavirus is't flu amp can't be avoided with diet alone healthcare longcovid desi  httpstcoys2z6zdlo3
309,@sithshailar Imo DeSaad there is too creepy and not looking like someone who is planning on overthrowing everyone. Snyder’s design is a good mix of creepy and someone who looks like an asshole,PRFN,1,0,0, imo desaad there is too creepy and not looking like someone who is planning on overthrowing everyone snyder’s design is a good mix of creepy and someone who looks like an asshole
310,"HIJO DE PUTAAAA MERECE CARCEL, MUERTE, TORTURA, QUE LE CORTEN LAS MANOS, LOS PIES Y EL PUTO PIPI!! FIND THIS MOTHERFUCKER https://t.co/gp6eMUu1ok",PRFN,1,0,0,hijo de putaaaa merece carcel muerte tortura que le corten las manos los pies y el puto pipi find this motherfucker httpstcogp6emuu1ok
311,"How much is unlucky for Zafar Doughn, even two Gaj lands are not found in Koo-e-Yaar!  #JusticeForShahabuddin https://t.co/2Ycb1viqfi",NONE,0,0,1,how much is unlucky for zafar doughn even two gaj lands are not found in kooeyaar  justiceforshahabuddin httpstco2ycb1viqfi
312,"@Tejasvi_Surya @khadaksingh_ @JPNadda @PrakashJavdekar @BJP4India we are in power and its shame we are unable to control this #ToolkitGang and defame Modi propaganda. Maharashtra, Kerala, Delhi n Punjab were Hotspot for #ChineseVirus due to inability of their CMs to control yet we allowed defame PM narrative",NONE,0,0,1,surya     we are in power and its shame we are unable to control this toolkitgang and defame modi propaganda maharashtra kerala delhi n punjab were hotspot for chinesevirus due to inability of their cms to control yet we allowed defame pm narrative
313,"You should be ashamed of yourself, you and your family let him die. You did nothing for him, at least a dignity in death. Never forget never forgive. #JusticeForShahabuddin https://t.co/I5kVU8D0OR",HATE,0,0,0,you should be ashamed of yourself you and your family let him die you did nothing for him at least a dignity in death never forget never forgive justiceforshahabuddin httpstcoi5kvu8d0or
314,@feebaz the fuck do you want now ðŸ™„,PRFN,1,0,0, the fuck do you want now ðÿtrade mark„
315,@MahuaMoitra @AmericanKahani And you Dedil has claws which have  unleashed an unprecedented level of violence in #WasteBengal. Shameless #BengalBurning https://t.co/N1lUsZe6ED,NONE,0,0,1,  and you dedil has claws which have  unleashed an unprecedented level of violence in wastebengal shameless bengalburning httpstcon1lusze6ed
316,O coward modi if you can protect our lives under Article 21 of the constitution  Pls #Resign_PM_Modi . https://t.co/cwb2LGGzj4,OFFN,0,1,0,o coward modi if you can protect our lives under article 21 of the constitution  pls resignpmmodi  httpstcocwb2lggzj4
317,Couldn't agree more with #Bolsonaro this is indeed a laboratory made #ChineseVirus https://t.co/01kxVM3U2T,NONE,0,0,1,couldn't agree more with bolsonaro this is indeed a laboratory made chinesevirus httpstco01kxvm3u2t
318,Early signs of Indian #SecondCOVIDWave  wave abating. But one has to take into consideration about a large number of mildly symptomatic patients not testing. What is worrying more than shortage of oxygen is shortage of vaccine.#IndiaFightsCorona #IndiaCovidCrisis #VaccineShortage https://t.co/FOg0X1hI6C,NONE,0,0,1,early signs of indian secondcovidwave  wave abating but one has to take into consideration about a large number of mildly symptomatic patients not testing what is worrying more than shortage of oxygen is shortage of vaccineindiafightscorona indiacovidcrisis vaccineshortage httpstcofog0x1hi6c
319,@deadlymistletoe Ugh. Here we go. Another nobody saying nothing about another nobody. I was not a cunt to anyone. I see people dropping off Twitter because of other people âbullyingâ them. I have never said a cross word to a single person on here that,NONE,0,0,1, ugh here we go another nobody saying nothing about another nobody i was not a cunt to anyone i see people dropping off twitter because of other people âbullyingâ them i have never said a cross word to a single person on here that
320,MOTHERFUCKER https://t.co/t2pyFhyw4P,PRFN,1,0,0,motherfucker httpstcot2pyfhyw4p
321,Vaccination drive by Modi Govt has proven to be a big failure.  Lakhs of youth have registered for vaccination but are unable to schedule an appointment because the hospitals do not have enough stock.   #ModiKaVaccineJumla,OFFN,0,1,0,vaccination drive by modi govt has proven to be a big failure  lakhs of youth have registered for vaccination but are unable to schedule an appointment because the hospitals do not have enough stock   modikavaccinejumla
322,More embarrassment for Indian govt as New Zealand high commission in Delhi deletes tweet seeking help on oxygen cylinder from Youth Congress leader https://t.co/FyMHIudCD1 #ExitModi #OxygenCrisis #OxygenShortage #NewZealand #IYC #YouthCongress #RahulGandhi #IndiaCovidCrisis,NONE,0,0,1,more embarrassment for indian govt as new zealand high commission in delhi deletes tweet seeking help on oxygen cylinder from youth congress leader httpstcofymhiudcd1 exitmodi oxygencrisis oxygenshortage newzealand iyc youthcongress rahulgandhi indiacovidcrisis
323,@skatieb Phantoms like a motherfucker!,PRFN,1,0,0, phantoms like a motherfucker
324,"#ModiKaVaccineJumla Mr. Modi, where is your ""DeshBhakt"" BJP workers now??? Do you feel COVID is attacking only the anti-nationals or anti-BJPs ???? Shame a Curse On!!!!",OFFN,0,1,0,modikavaccinejumla mr modi where is your deshbhakt bjp workers now do you feel covid is attacking only the antinationals or antibjps  shame a curse on
325,Chinese communist party might be the most extraordinary scumbags on this planet. The world should ask for reparations from these really foolish people. #WuhanVirus #ChineseVirus https://t.co/8fx3Wn3lWn,HATE,0,0,0,chinese communist party might be the most extraordinary scumbags on this planet the world should ask for reparations from these really foolish people wuhanvirus chinesevirus httpstco8fx3wn3lwn
326,Kangana did a terrible mistake of pointing the mistakes of supreme leader !! Betrayal &amp; exposing Gujarat CM is not acceptable in BJP..  #ResignModi https://t.co/wq5hAHxiwh,HATE,0,0,0,kangana did a terrible mistake of pointing the mistakes of supreme leader  betrayal amp exposing gujarat cm is not acceptable in bjp  resignmodi httpstcowq5hahxiwh
327,It is saddening to see the condition of BJP workers in WB. It is the request to senior leaders in BJP to take cognizance of it @narendramodi rather than wishing the goons plz do something for your supporters. #BengalBurning,NONE,0,0,1,it is saddening to see the condition of bjp workers in wb it is the request to senior leaders in bjp to take cognizance of it  rather than wishing the goons plz do something for your supporters bengalburning
328,"@Shirinkhan0 How shameless.... While every other nation is helping , PM is busy building their luxurious Vista Project...  @washingtonpost @DrEricDing @nytimes @TIME @RanaAyyub @australian @AJEnglish ..pls let the world knows this fact.  #ResignModi #COVIDSecondWaveInIndia #COVIDEmergency",OFFN,0,1,0, how shameless while every other nation is helping  pm is busy building their luxurious vista project         pls let the world knows this fact  resignmodi covidsecondwaveinindia covidemergency
329,Happy #PrideMonth2021. Don’t be a fucking asshole😌,PRFN,1,0,0,happy pridemonth2021 don’t be a fucking assholerelieved face
330,@NotoriousAnon16 Dude your reading comprehension is dismal.   I'm done with you. Piss off.,OFFN,0,1,0, dude your reading comprehension is dismal   i'm done with you piss off
331,@ballard_curse @ArponBasu Because karma is a bitch. Babs' time had finally come. The wanker. #LGRW,OFFN,0,1,0,curse  because karma is a bitch babs' time had finally come the wanker lgrw
332,"@geetv79 We donot hv a Prime minister or a Cabinet of ministers, we hv a bunch of dangerous criminals governing d country nd we, as a nation, sinking dying stifled. This disaster will continue nd inflate further unless d horrible incomptents r removed nd",OFFN,0,1,0, we donot hv a prime minister or a cabinet of ministers we hv a bunch of dangerous criminals governing d country nd we as a nation sinking dying stifled this disaster will continue nd inflate further unless d horrible incomptents r removed nd
333,"@free_thinker @narendramodi @AmitShah @BJP4India @BJP4India needs to go, period. This idea of having someone else from the same party who is lesser evil will never work. The people lower down the ladder are even more venomous, e.g. @myogiadityanath.  #Tru",OFFN,0,1,0,thinker     needs to go period this idea of having someone else from the same party who is lesser evil will never work the people lower down the ladder are even more venomous eg   tru
334,@MinecraftianTNT @Xploshi Gag on this dick,PRFN,1,0,0,  gag on this dick
335,@DineshDSouza would you please stay out of the black man of America's business and worry about those tens of thousands of brown people dying of #COVID19 in the #IndiaCovidCrisis have you no shame sir???,OFFN,0,1,0, would you please stay out of the black man of america's business and worry about those tens of thousands of brown people dying of covid19 in the indiacovidcrisis have you no shame sir
336,JUST WANNA BE HIS WHORE,OFFN,0,1,0,just wanna be his whore
337,MAKE #China PAY for #Covid19 from #WuhanLab #ChineseVirus and the American who seems to have funded this Virus !!!  Why are countries not cornering China and Making Them Pay ???  Countries hv bcom so Powerless ? What a F Shame !!!,HATE,0,0,0,make china pay for covid19 from wuhanlab chinesevirus and the american who seems to have funded this virus   why are countries not cornering china and making them pay   countries hv bcom so powerless  what a f shame 
338,"Ben Rhodes is a failed fiction writer who you dumfoundingly &amp; devastatingly allowed to dictate foreign policy, wreaking havoc on an international scale that the United States is still trying to claw its way back from. #ShutUpBarry https://t.co/4LKdhNoCjI https://t.co/c5gVQIeZED",OFFN,0,1,0,ben rhodes is a failed fiction writer who you dumfoundingly amp devastatingly allowed to dictate foreign policy wreaking havoc on an international scale that the united states is still trying to claw its way back from shutupbarry httpstco4lkdhnocji httpstcoc5gvqiezed
339,Really This is Not Acceptable  #BengalBurning https://t.co/69jWHOnkTL,NONE,0,0,1,really this is not acceptable  bengalburning httpstco69jwhonktl
340,Nvidia is at that point where they are pushing out random cards because they know it will sell out and they donâ€™t care who it is giving them the money. Fuck off.,PRFN,1,0,0,nvidia is at that point where they are pushing out random cards because they know it will sell out and they donâ€trade markt care who it is giving them the money fuck off
341,I think we should wake up and slap in the face of this failed government... #ModiKaVaccineJumla #ModiAbandonedIndia,HATE,0,0,0,i think we should wake up and slap in the face of this failed government modikavaccinejumla modiabandonedindia
342,"@mahdiamput @D_Kumii that son of a bitch promotes agglomeration, refused 11 different vaccines that would be used in Brazil, calls those who are in the donkey quarantine and, on top of that, spent OUR MONEY OF OUR TAXES TO BUY MEAT AND MAKE A BARBECUE WITH HIS FAMILY",OFFN,0,1,0, kumii that son of a bitch promotes agglomeration refused 11 different vaccines that would be used in brazil calls those who are in the donkey quarantine and on top of that spent our money of our taxes to buy meat and make a barbecue with his family
343,feckless wanker https://t.co/04LQwbIcIN,PRFN,1,0,0,feckless wanker httpstco04lqwbicin
344,"What a fucking twat you are, Rosie. https://t.co/E5aNTIjL0d",PRFN,1,0,0,what a fucking twat you are rosie httpstcoe5antijl0d
345,#CruelMamata I am feeling ashamed on myself If Bjp can not protect their party workers after having more than 300 seats. What's the point of having more than 300 seats all the leaders of Bjp should remember that a party is run by it's worker #BengalBurning #TMCTerror,NONE,0,0,1,cruelmamata i am feeling ashamed on myself if bjp can not protect their party workers after having more than 300 seats what's the point of having more than 300 seats all the leaders of bjp should remember that a party is run by it's worker bengalburning tmcterror
346,Shameless jumla party and shameless jumlabaaj  #ModiHataoDeshBachao  #ModiMustResign  #ModiKaVaccineJumla,HATE,0,0,0,shameless jumla party and shameless jumlabaaj  modihataodeshbachao  modimustresign  modikavaccinejumla
347,@ReallySwara #BengalBurning say about some worlds to innocent hindu killed murders and rapes womens in bengal. always speak about just one side peoples. if you have 1% humanity. shame on you.,HATE,0,0,0, bengalburning say about some worlds to innocent hindu killed murders and rapes womens in bengal always speak about just one side peoples if you have 1 humanity shame on you
348,If you think you are too fit and u worn get infected .you had got it wrong! Such a promising young blood gone too soon because of this #chinesevirus . Om Namashivaya! https://t.co/vdgNMbSKxf,NONE,0,0,1,if you think you are too fit and u worn get infected you had got it wrong such a promising young blood gone too soon because of this chinesevirus  om namashivaya httpstcovdgnmbskxf
349,@thekdog11 @Keir_Starmer Dick head,PRFN,1,0,0, starmer dick head
350,I understand when people do me shit  but once  I reciprocate I got tagged the bad egg 🤦,NONE,0,0,1,i understand when people do me shit  but once  i reciprocate i got tagged the bad egg person facepalming
351,@GoingParabolic And as seasons goes... #Altseason2021 begins. $pussy from @PUSSYFinancial just begun backed by a strong community which is a solid foundation for #memecoins. New horizons to come. #moonshots #pussyfinancial #pussydao #newroadmap #pussycoin #cryptocurrencies https://t.co/wmNEAYuH0A,NONE,0,0,1, and as seasons goes altseason2021 begins pussy from  just begun backed by a strong community which is a solid foundation for memecoins new horizons to come moonshots pussyfinancial pussydao newroadmap pussycoin cryptocurrencies httpstcowmneayuh0a
352,"Dear INDIA, And indian political person.. #vijayrupani #ModiMustResign #ResignModi #BJP #COVIDEmergencyIndia #coronavirus #ModiDisasterForIndia What the hell uh show wrong figure in news about death of covid person?? R u blind fucker?? Why showing wrong figure in media???",OFFN,0,1,0,dear india and indian political person vijayrupani modimustresign resignmodi bjp covidemergencyindia coronavirus modidisasterforindia what the hell uh show wrong figure in news about death of covid person r u blind fucker why showing wrong figure in media
353,@mygovindia @MIB_India @PIB_India @MoHFW_INDIA @drharshvardhan with these speed in no time indians will be reduced to 50% strength of population and its a shame for us indians bcoz govt.doesnt have any ð·ð#ResignModi,HATE,0,0,0, india india india  with these speed in no time indians will be reduced to 50 strength of population and its a shame for us indians bcoz govtdoesnt have any ð·ðresignmodi
354,@nhm_assam The way #ChineseVirus is spreading In every district it looks more dangerous. We need to be very alert. And make police strict on Covid SOP violators. Many people are still roaming without mask.,NONE,0,0,1,assam the way chinesevirus is spreading in every district it looks more dangerous we need to be very alert and make police strict on covid sop violators many people are still roaming without mask
355,"@BorisJohnson @narendramodi Not enough characters on Twitter to add build back better Boris. Was it really that broke before? Both of you are useless. Only way to build back better, is to see numpties like you off. #ResignModi #resignjohnson",OFFN,0,1,0,  not enough characters on twitter to add build back better boris was it really that broke before both of you are useless only way to build back better is to see numpties like you off resignmodi resignjohnson
356,#ChineseVirus that has ruined the life of millions! https://t.co/gSxYsaZAxB,NONE,0,0,1,chinesevirus that has ruined the life of millions httpstcogsxysazaxb
357,@cjones3066 @EvertonNewsFeed @ellarguero Does it matter you wanker it’s shut you lot up hasn’t it 😂😂😂😂😂,PRFN,1,0,0,   does it matter you wanker it’s shut you lot up hasn’t it face with tears of joyface with tears of joyface with tears of joyface with tears of joyface with tears of joy
358,"@ChaoticDreamss @AslamMo38024441 @ndtv ALL govts across the world have used all their resources for single cause - #COVID19 Pathetic that while #Modi begs for money for #IndiaCovidCrisis from the world, he spends a whopping 13,500cr on buildings. Worse is",HATE,0,0,0,   all govts across the world have used all their resources for single cause  covid19 pathetic that while modi begs for money for indiacovidcrisis from the world he spends a whopping 13500cr on buildings worse is
359,@MSimath That's not fair. When many are suffering from Corona.. and dying without even getting a chance to get a bed and care.. it should be addressed and known to people.. yavan setha enna.. namaku nimathi venduma ? Naama nimathiya iruntha mattum podhuma!! #IndiaCovidCrisis,NONE,0,0,1, that's not fair when many are suffering from corona and dying without even getting a chance to get a bed and care it should be addressed and known to people yavan setha enna namaku nimathi venduma  naama nimathiya iruntha mattum podhuma indiacovidcrisis
360,"Sad to see what #India is going through but it truly shows one thing - their big talks are just talks, nothing else. Always accusing #Pakistan of ""begging"" the world for aid, irony! Today, India is begging the world for oxygen too! #IndiaCovidCrisis #COVIDEmergencyIndia #Covid19",HATE,0,0,0,sad to see what india is going through but it truly shows one thing  their big talks are just talks nothing else always accusing pakistan of begging the world for aid irony today india is begging the world for oxygen too indiacovidcrisis covidemergencyindia covid19
361,. . . Man I'm sure the old fuck would understand you but me?! Not in the slightest You're so confusing https://t.co/oFC23bqtf9,PRFN,1,0,0,   man i'm sure the old fuck would understand you but me not in the slightest you're so confusing httpstcoofc23bqtf9
362,"#ModiKaVaccineJumla @narendramodi @drharshvardhan @AmitShah Why are you not listening to the scientists across the world who are giving you good advice,to Improve the terrible pandemic situation in India! LOCKDOWN INDIA &amp; MASS VACCINATEâš ï¸ #DrFauci @DrEricDing https://t.co/EyWFVbc6Bx",NONE,0,0,1,modikavaccinejumla    why are you not listening to the scientists across the world who are giving you good adviceto improve the terrible pandemic situation in india lockdown india amp mass vaccinateâš ï¸ drfauci  httpstcoeywfvbc6bx
363,"@ndtv Top 4 news seen in this picture   A country which is shaken from the deadliest #COVID19India ,  PM could not make a place in top 4.  Sorry to say #ModiKaVaccineJumla  Modi has kicked our nation in to disaster.   Complete failure  But now one to ask or build pressure.",OFFN,0,1,0, top 4 news seen in this picture   a country which is shaken from the deadliest covid19india   pm could not make a place in top 4  sorry to say modikavaccinejumla  modi has kicked our nation in to disaster   complete failure  but now one to ask or build pressure
364,@pmo @narendramodi You completely failed to control Covid. Please #ResignModi and save our country. https://t.co/69RL5gmZAn,OFFN,0,1,0,  you completely failed to control covid please resignmodi and save our country httpstco69rl5gmzan
365,"How to political correct the axis of piss and shit and it's degenerate supporter🇮🇷💩🇸🇾,💩🇮🇶💩🇵🇸? Rip them all off the internet entirely . Also blow up the government and media of Iran so it will no longer hack, sprewing distraction within neighboring and western countries. 1/2",PRFN,1,0,0,how to political correct the axis of piss and shit and it's degenerate supporterpile of poopile of poopile of poo rip them all off the internet entirely  also blow up the government and media of iran so it will no longer hack sprewing distraction within neighboring and western countries 12
366,Silence Gareth you useless twat. You saved face but we all know you didn't want to pick him. https://t.co/j5rUZTPsWM,OFFN,0,1,0,silence gareth you useless twat you saved face but we all know you didn't want to pick him httpstcoj5ruztpswm
367,"I find it quite remarkable that literally Lucifer the lightbearer can state things that nobody knows, of vital importance to the survival of the human race, and on a good day, one person may give a like, but some numpty twatters on a load of bollocks and thousands retweet it.",PRFN,1,0,0,i find it quite remarkable that literally lucifer the lightbearer can state things that nobody knows of vital importance to the survival of the human race and on a good day one person may give a like but some numpty twatters on a load of bollocks and thousands retweet it
368,#ResignPMmodi you dont deserve this country. you collapsed everything of this country. #ExitModi,OFFN,0,1,0,resignpmmodi you dont deserve this country you collapsed everything of this country exitmodi
369,Wow. Massive asshole timing. Fuck this guy forever. He must be popular with the Trumpers. https://t.co/CMbGT6tKYL,OFFN,0,1,0,wow massive asshole timing fuck this guy forever he must be popular with the trumpers httpstcocmbgt6tkyl
370,@BJP4India Shameful...#ResignModi,HATE,0,0,0, shamefulresignmodi
371,"@Femi_Sorry 'Europe hates the UK, ok, let's piss them off even more and next year, WE WIN!!'",NONE,0,0,1,sorry 'europe hates the uk ok let's piss them off even more and next year we win'
372,"""We need a govt. Desperately. And we don’t have one. We are running out of air.We are dying. We don’t have systems in place to know what to do. So please go. It is the most responsible thing for you to do. You have forfeited the moral right to be our PM""-Arundhati Roy #ResignModi",NONE,0,0,1,we need a govt desperately and we don’t have one we are running out of airwe are dying we don’t have systems in place to know what to do so please go it is the most responsible thing for you to do you have forfeited the moral right to be our pmarundhati roy resignmodi
373,"I hate when you're acting then person you're putting the front on for goes, ""don't worry they already know you know"" Gee thanks for making an asshole outta me. https://t.co/JH1jW8gzM1",PRFN,1,0,0,i hate when you're acting then person you're putting the front on for goes don't worry they already know you know gee thanks for making an asshole outta me httpstcojh1jw8gzm1
374,"People of the UK . If you think it’s OK now to ignore the Covid distancing rules , prance around without a mask, let your guard down then read this 👇it’s heartbreakingly terrifying . The world is not out of this yet &amp; the Indian variant is here #WearADamnMask #IndiaCovidCrisis https://t.co/jmRWlZOWJs",NONE,0,0,1,people of the uk  if you think it’s ok now to ignore the covid distancing rules  prance around without a mask let your guard down then read this backhand index pointing downit’s heartbreakingly terrifying  the world is not out of this yet amp the indian variant is here wearadamnmask indiacovidcrisis httpstcojmrwlzowjs
375,@ndtv Very Sad scene's all over the nation... quite scary #IndiaCovidCrisis,NONE,0,0,1, very sad scene's all over the nation quite scary indiacovidcrisis
376,"Visuals coming from Bengal, are terrifying me. TMC terrorists are killing people their , I appeal all the political parties of India to come forward and speak up against such violence. They are innocent citizens of West Bengal #BengalBurning #PresidentsRuleinBengal  #ArrestMamata https://t.co/Xccz1HQk9C",NONE,0,0,1,visuals coming from bengal are terrifying me tmc terrorists are killing people their  i appeal all the political parties of india to come forward and speak up against such violence they are innocent citizens of west bengal bengalburning presidentsruleinbengal  arrestmamata httpstcoxccz1hqk9c
377,@NekosilvaC Really damn pretty!,NONE,0,0,1, really damn pretty
378,"As the death toll from Covid rises every day in India, the national media continues to indulge in adulation over interrogation. The government mouthpieces have failed the people of this country, just like their masters. We all should be ashamed.😞 #ResignModi #ModiHaiToMumkinHai",HATE,0,0,0,as the death toll from covid rises every day in india the national media continues to indulge in adulation over interrogation the government mouthpieces have failed the people of this country just like their masters we all should be ashameddisappointed face resignmodi modihaitomumkinhai
379,Villages don't have hospitals! A sudden national lockdown might result in exodus of virus this time into all small villages. Quite scary! We need a carefully planned national lockdown by addressing many problems beforehand. #IndiaCovidCrisis,NONE,0,0,1,villages don't have hospitals a sudden national lockdown might result in exodus of virus this time into all small villages quite scary we need a carefully planned national lockdown by addressing many problems beforehand indiacovidcrisis
380,"@snide_sally Trickle down economics also known as â€˜I got mine, fuck you economicsâ€™",PRFN,1,0,0,sally trickle down economics also known as â€˜i got mine fuck you economicsâ€trade mark
381,"Chris Coons is a disgusting, corrupt POS.   And btw, Joe Biden promised he would not do this so this is in fact, a broken promise. #IndiaCovidCrisis #FreeTheVaccine https://t.co/6SvHYo3k1y",OFFN,0,1,0,chris coons is a disgusting corrupt pos   and btw joe biden promised he would not do this so this is in fact a broken promise indiacovidcrisis freethevaccine httpstco6svhyo3k1y
382,What's worst is its a media which killed people lot more than what the #chinesevirus did ! #StayHomeStaySafe #IndiaFightsCOVID19 #COVID19 #COVIDSecondWave #COVIDEmergency2021 #COVIDSecondWaveInIndia #COVID19Vaccination #IndiaFightsCOVID19 #IndiaStayStrong https://t.co/ohjQ5sEpcx,HATE,0,0,0,what's worst is its a media which killed people lot more than what the chinesevirus did  stayhomestaysafe indiafightscovid19 covid19 covidsecondwave covidemergency2021 covidsecondwaveinindia covid19vaccination indiafightscovid19 indiastaystrong httpstcoohjq5sepcx
383,@realandrewjose This the horror the earlier settler attacks unleashed. A disgrace. He is paying for someone elseâs crimes. #Islamophobia #settlerattacks #zionism,NONE,0,0,1, this the horror the earlier settler attacks unleashed a disgrace he is paying for someone elseâs crimes islamophobia settlerattacks zionism
384,@Ethan_Mizzi The o shag Hennessy?,PRFN,1,0,0,mizzi the o shag hennessy
