,Unnamed: 0,_id,tweet_id,text,task_1,task_2,frac_profane,polarity
768,3791,60c5d7495659ea5e55df1922,hi_hasoc_2021_3791,देख लीजिए मोदी जी एक बेजुबान जानवर भी जानता है की पेड़ पौधे हमारे पर्यावरण के लिए कितना जरूरी हैएक कुत्ता भी नहीं चाहता कि पेड़ कटे लेकिन शायद आप नहीं समझ सकते। बकस्वाहाजंगलबचाओअभियान,HOF,OFFN,0.029411764705882353,-0.4331718534231186
769,4885,60c5d7495659ea5e55df0e5c,hi_hasoc_2021_4888,दिल्ली के ठग का एक और।घोटाला पहले आक्सीजन घोटाला फिर वैक्सीन घोटाला और अब।राशन घोटाला लोगों को राशन के पैकेट दिए फोटो खिंचाई और वापस ले लिए वीडियो मैं देखें इस कमीने के कारनामे जय हिंद,HOF,OFFN,0.0,-0.6108712702989578
770,160,60c5d7495659ea5e55df0689,hi_hasoc_2021_160,शेर ए बिहार सिवान के पूर्व सांसद मरहूम शहाबुद्दीन साहब को दिल्ली गेट कब्रिस्तान में सुपर्द ए खाक किया गया अल्लाह शहाबुद्दीन साहब को जन्नत उल फिरदोस में आला से आला मक़ाम अता फरमाएं justiceforshahabuddin shahabuddin justiceforshahabuddin siwan westandwithosama,NOT,NONE,0.0,0.24956455826759338
771,485,60c5d7495659ea5e55df086a,hi_hasoc_2021_485,कुछ इसी तरह 12 साल तक गुजरात को मूर्ख बनाया अब 7 साल से पूरे देश को बना रहे हैं liekingmodi,NOT,NONE,0.0,-0.5554770678281784
772,4471,60c5d7495659ea5e55df0815,hi_hasoc_2021_4472,उतर क्यो नही जाते कुर्सी ही तो है जनाजा थोड़े ही है तुम्हारा।। resignmodi,HOF,OFFN,0.0,-0.16238346695899963
773,665,60c5d7495659ea5e55df0873,hi_hasoc_2021_665,सिर्फ खंजर ही नहीं आँखों में पानी चाहिए ऐ खुदा दुश्मन भी मुझको खानदानी चाहिए मैंने अपनी खुश्क आँखों से लहू छलका दिआ एक समन्दर कह रहा था मुझको पानी चाहिए। सिर्फ खबरों की ज़मीने देके मत बहलाइये राजधानी दी थी हमने राजधानी चाहिए justiceforshahabuddin,NOT,NONE,0.0,-0.06416922807693481
774,4416,60c5d7495659ea5e55df06ea,hi_hasoc_2021_4417,इस शख्स को गौर से देखना जिसने हिन्दुओं के लिए क्या कुछ नही किया लेकिन अपना ज़मीर बेंचकर इन लालची हिन्दुओं जो गलती की है उसका परिणाम सामने है bengalburning,HOF,HATE,0.0,-0.5471306815743446
775,1569,60c5d7495659ea5e55df0ef5,hi_hasoc_2021_1569,ना जानें कितने चिरागों को मिल गई शोहरत एक आफताब के बे वक्त डूब जाने से । justiceforshahabuddin,NOT,NONE,0.0,-0.1256648600101471
776,4153,60c5d7495659ea5e55df1bf9,hi_hasoc_2021_4153,अरे 65 तुम्हारी छोटकी उंगली कर करके चिल्ला रही बोल जाकर जीजाजी आ गए मत कर उँगली और तुम गधा अभी तक यही है जाओ कडुआ तेल लेके आओ,HOF,OFFN,0.034482758620689655,-0.4082321971654892
777,3303,60c5d7495659ea5e55df1772,hi_hasoc_2021_3303,आरंभ है प्रचंड bengalburning,NOT,NONE,0.0,-0.36347895860671997
778,4491,60c5d7495659ea5e55df06f0,hi_hasoc_2021_4492,बस अब बहोत हो गया हां पप्पू अब कुछ नही करने का ok resignpmmodi,NOT,NONE,0.0,-0.10893988609313965
779,5646,60c5d7495659ea5e55df17b1,hi_hasoc_2021_5649,बंगाल में इस आतंकवादि को जेल में होना चाहिए था लेकिन इसे मुख्यमंत्री बना दिया गया bengalburning,HOF,OFFN,0.0,-0.7159786373376846
780,3468,60c5d7495659ea5e55df1b0b,hi_hasoc_2021_3468,adv badshah sadakat भाई का rjd से इस्तीफा हमारे मुंह से जो निकले वही सदाक़त है हमारे मुंह में तुम्हारी ज़बान थोड़ी हैं justiceforshahabuddin,NOT,NONE,0.0,0.004468679428100586
781,3313,60c5d7495659ea5e55df1750,hi_hasoc_2021_3313,अगर तुझसे तुलना की जाए तो फ़ायदा ही माना जाएगा अब तेरी तरह सुअर का गोबर तो है नहीं हर कोई ना लीपने लायक़ ना जलाने लायक़ ।,HOF,OFFN,0.0,-0.2118467092514038
782,2418,60c5d7495659ea5e55df124b,hi_hasoc_2021_2418,आता सर्व पत्ते मोदींच्या हातात आले विरोधक पूर्ण नागडे पडल्यावर त्यांनी 18 मोफत घोषणा केली आता लसीचा बाजार मांडून बसलेली खाजगी रुग्णालय व त्यांना ती पुरवणारे दलाल लस माफिया कात्रीत सापडले आहेत एकरकमी पैसे देवून लस घेतो अशा राणा भीमदेवी गर्जना करणारे आता अजून काही दिवस,NOT,NONE,0.0,-0.20715966820716858
783,546,60c5d7495659ea5e55df0749,hi_hasoc_2021_546,हिन्दू कई प्रकार के हैं । संसार में लोहे की भांति दृढ धर्म केवल हिन्दू है। इस धर्म के सामने सभी विदेशी धर्म केवल अशिक्षित असभ्य फूहड़ और मूर्खता की बातों को बढाचढा कर करके और भी मूर्ख दिखाई देते हैं । सत्यऔर विद्या से ओतप्रोत वेदों से कई मत निकले पर सब हिन्दू है एक हैं ।,HOF,HATE,0.0,-0.1671077460050583
784,1040,60c5d7495659ea5e55df0c50,hi_hasoc_2021_1040,justiceforshahabuddin शेरे सिवान मरहूम mohammad shahabuddin साहब की दिल्ली गेट कब्रिस्तान में तदफीन हो चुकी है अल्लाह तबारको तआला मरहूम की मगफिरत फरमाए और जन्नतुल फिरदौस में आला से आला मुकाम अता फरमाए और लवाहिकीन को सब्रे जमील अता फरमाए आमीन या रब्बल आलमीन,NOT,NONE,0.0,0.11517614126205444
785,2692,60c5d7495659ea5e55df142f,hi_hasoc_2021_2692,300 से ज्यादा सीटें ‘धरना’ करने के लिए दी थी bangalviolence amitshah bengalburning,NOT,NONE,0.0,-0.1418292373418808
786,5486,60c5d7495659ea5e55df154a,hi_hasoc_2021_5489,लड़ना तो अर्जुन को ही होगा कान्हा इस बार भी हथियार नहीं उठाएगा हाँ तूं अगर लड़ने के लिए तैयार होगा आके तेरा रथ जरूर चलाएगा १०० करोड़ हो ११ पत्थर मारोगे तो हिमालय बन जायेगा सड़क पे मिलके निकलोगे सता छोड़ डायन भाग जायेगी bengalburning cruelmamata राष्ट्रपतिजीबंगालसंभालो,HOF,OFFN,0.0,-0.04552727937698364
787,6043,60c5d7495659ea5e55df19f3,hi_hasoc_2021_6048,जो हिंदू धार्मिकआध्यात्मिकगुरू शंकराचार्यधर्माचार्य हिंदुओं के ऊपर अत्याचारों पर चुप है वो धर्मद्रोही गद्दार है। ये ढोंगी जब धर्मरक्षा के लिए आगे नही बढ़ सकते तो चेलों की रक्षा क्या करेंगे bengalburning,HOF,HATE,0.0,-0.8622665591537952
788,1815,60c5d7495659ea5e55df0e19,hi_hasoc_2021_1815,विधायक और सांसद होते तो रातों रात ख़रीद लिए जाते वेंटिलेटर ऑक्सीजन रेमेडीसीवीर ख़रीदने में वक़्त लगता है जनाब modikavaccinejumla modiresign,NOT,NONE,0.0,-0.03775644302368164
789,4465,60c5d7495659ea5e55df0715,hi_hasoc_2021_4466,mamatabanarjee कांग्रेस और लेफ्ट की यारी है ये मानवता की हत्यारी हैं bengal में चुनाव परिणाम आने के बाद के कार्यकर्ताओं द्वारा भाजपा कार्यकर्ताओं की हत्या और हिंसा के विरोध में प्रदेश भाजपा कार्यालय में धरना एवं विरोध प्रदर्शन हुआ। bengalburning,HOF,HATE,0.0,-0.8474332951009274
790,518,60c5d7495659ea5e55df06ee,hi_hasoc_2021_518,मोदी तुम इस्तीफा दो हम तुम्हारे साथ है resignmodi resignpmmodi modihataodeshbachao,NOT,NONE,0.0,-0.014434844255447388
791,1019,60c5d7495659ea5e55df0a3b,hi_hasoc_2021_1019,1989 की वी पी सिंह सरकार और 2021 क नरेंद्र मोदी सरकार में कोई फर्क नहीं है।पहली कश्मीर में हिंदुओं के कत्लेआम और पलायन पर चुप रही।दूसरी बंगाल में हिंदुओं के कत्लेआम और पलायन पर मूकदर्शक है। bengalburning bengalviolence,NOT,NONE,0.0,-0.5909089595079422
792,5250,60c5d7495659ea5e55df11aa,hi_hasoc_2021_5253,गधा को गंगा में नहले से घोड़े नहीं बंता,HOF,OFFN,0.1111111111111111,-0.24856290221214294
793,5559,60c5d7495659ea5e55df178c,hi_hasoc_2021_5562,दो मिनट का मौन उनके लिए भी जिनको बंगाल में चुनावी रैली दिखी कोरोना दिखा किन्तु अब हिंसा लूट अग्निकांड और महिलाओं को लुटती इज़्ज़त नहीं दिख रहीं presidentsruleinbengal bengalburning bengalviolence khoonikhela westbengalviolence,HOF,HATE,0.0,-0.7194868102669716
794,423,60c5d7495659ea5e55df0704,hi_hasoc_2021_423,the bengal violence is created by bjpee to divert the oxygen crisis issue dont get into the trap वो तुम्हे बंगाल की हिंसा की ओर मोरेंगे तुम ऑक्सीजन पर अड़े रहना। modiismonster resignmodi yournotmypm,NOT,NONE,0.0,-0.6290936693549156
795,4879,60c5d7495659ea5e55df0d05,hi_hasoc_2021_4882,ख़ुद से मायूस हो के बैठा हूँ आज हर शख़्स मर गया होगा शाम तेरे दयार में आख़िर कोई तो अपने घर गया होगा aapko bengal nhi dikhta to 2024 me bjp bhi nhi dikhegi just telling spinelessmodi bengalburning,HOF,HATE,0.0,-0.1871163249015808
796,3773,60c5d7495659ea5e55df1b27,hi_hasoc_2021_3773,کتنا ہے بدنصیب ظفر دفن کے لیے دوگز زمیں بھی مل نہ سکی کوئے یار میں अल्लाह भाई ओसामा शहाब की शकल में मिल्लत को मर्हूम शहाबुद्दीन का नेमल बदल नसीब फरमाए ॥ standwithosamasahab justiceforshahabuddin,NOT,NONE,0.0,0.09057378768920898
797,218,60c5d7495659ea5e55df06c0,hi_hasoc_2021_218,क्या मेरी तरह ख़ानमाँबर्बाद हो तुम भी क्या बात है तुम घर का पता क्यूँ नहीं देते। मक़बूल नक़्श chinesevirus wuhan covidsecondwaveinindia covidemergencyindia,NOT,NONE,0.0,-0.36187632381916046
798,3661,60c5d7495659ea5e55df1abb,hi_hasoc_2021_3661,जिस महल की नीव लाखों चिताएँ हो तो उसके सीनघासन को जलने मैं भी ज़्यादा समय नहीं लगता centralvistaproject resignpmmodi covidcrisis indianlivesmattermore,NOT,NONE,0.0,-0.2606300711631775
799,4405,60c5d7495659ea5e55df04fb,hi_hasoc_2021_4406,अब क्या बचा है इस दुष्ट आत्मा के लिए,NOT,NONE,0.0,-0.8768826127052307
800,4015,60c5d7495659ea5e55df1d18,hi_hasoc_2021_4015,हम जरूर इस chinesevirus को हरायेंगे। महादेव की दया जरूर होगी। बोलो हर हर महादेव,NOT,NONE,0.0,0.6139943525195122
801,5724,60c5d7495659ea5e55df18a9,hi_hasoc_2021_5727,राष्ट्रपतिजीबंगालसंभालो म्हारा राष्ट्रपति मनमोहन से कम है का। भला एक भी शब्द बोल दे बिना के परमिशन के। bengalburning cruelmamata presidentsruleinbengal,HOF,OFFN,0.0,-0.3640921711921692
802,1182,60c5d7495659ea5e55df08f3,hi_hasoc_2021_1182,अलविदा शेर ए बिहार शहाबुद्दीन सहाब justiceforshahabuddin,NOT,NONE,0.0,0.227348193526268
803,2540,60c5d7495659ea5e55df1364,hi_hasoc_2021_2540,सावित्रीमाई फुलेंची कर्म भुमी असलेलं पुणे शहरआज जागातिल सर्वांत मोठी वेश्या वस्ती असलेलं शहर म्हणून प्रसिद्ध आहे बुधवारपेठ छगनभुजबळसाहेब,NOT,NONE,0.0,0.1080237627029419
804,1818,60c5d7495659ea5e55df0e5a,hi_hasoc_2021_1818,कहाँ मर गए हैं जो मुसलमानों के हितैसी बन रहे थे सहाबुद्दीन साहब की आवाज क्यों नही उठा रहे हैं justiceforshahabuddin,NOT,NONE,0.0,-0.716465950012207
805,2067,60c5d7495659ea5e55df120c,hi_hasoc_2021_2067,“didi o didi” बोलनेवाला दादा कहाँ गया resignpmmodi दादागिरि नहीं चलेगा यार । यै বাংলা है “ बगाँल” नहीं ।জয় বাংলা,NOT,NONE,0.0,-0.3205351084470749
806,394,60c5d7495659ea5e55df081d,hi_hasoc_2021_394,superspreadermodi modidisasterforindia resignmodi resignpmmodi vaccineregistration cowinregistration kindattnpmnarendramodi कृषिकानूनरद्दकरनेपड़ेंगे,NOT,NONE,0.0,-0.06252095103263855
807,623,60c5d7495659ea5e55df0746,hi_hasoc_2021_623,और आज अंग्रेजों की औलाद ने भी एक बहादुरी साहेब के जनाजे के साथ भी वही किया और अपनी मानसिकता का परिचय दिया हम हश्र के मैदान में फिर मिलेंगे अल्लाह के सामने justiceforshahabuddin,NOT,NONE,0.0,0.3009103685617447
808,592,60c5d7495659ea5e55df0708,hi_hasoc_2021_592,गत 7 वर्षों में विपक्ष के लिए बस एक ही पौज़िटिव बात हुई है वो है कोरोना पौज़िटिव वैश्विक संकट के समय भी राजनीति से बाज नहीं आ रहे ये दुष्ट,NOT,NONE,0.0,-0.4745200574398041
809,575,60c5d7495659ea5e55df06fe,hi_hasoc_2021_575,फासिस्ट गैंग और‌ उसके फालोवर विश्व इतिहास की सबसे जानलेवा‌ महामारी में भी अपनी धर्मांधता से बाज नहीं आ रहे और साथ में ये भी चाहते हैं कि गैंग के किसी धर्मान्ध के असमय निकल लेने पर इनके साथ मिलकर रोया जाए गजब की सुविधाभक्ति है justiceforshahabuddin,NOT,NONE,0.0,0.16225865483283997
810,2627,60c5d7495659ea5e55df13e0,hi_hasoc_2021_2627,संगठित रहना होगा गिद्ध तैयार बैठे हैं । bengalburning bengalvoilence bengalisburning mamatabanarjee बंगालहिंसा राष्ट्रपतिजीबंगालसंभालो hindurashtra,NOT,NONE,0.0,-0.02640262246131897
811,2092,60c5d7495659ea5e55df11cb,hi_hasoc_2021_2092,जो कोन्ग्रेस मे चोर थे अब बीजेपी मे आकर ईमानदार हो गये अच्छा मूर्ख बनाते है नेता जनता को,NOT,NONE,0.0,-0.2667549103498459
812,5059,60c5d7495659ea5e55df0e41,hi_hasoc_2021_5062,ममता को चोट लगी ब्रेकिंग न्यूज़ बन गई । बंगाल में हिन्दुओं पर हो रहा अत्याचार मारकाट लूटपाट मची हुई है बलात्कार हो रहे है। पर यह न्यूज़ कब बनेगी cruelmamata bengalburning,HOF,HATE,0.03125,-0.8700036350637674
813,2879,60c5d7495659ea5e55df1646,hi_hasoc_2021_2879,ऊपर वाली पिक्चर कश्मीर और नीचे वाली बंगाल की है सोचिए आगे कही हम वापस उसी स्थिति में तो नही जा रहे bengalburning,NOT,NONE,0.0,-0.39899810403585434
814,5339,60c5d7495659ea5e55df1366,hi_hasoc_2021_5342,कौवा सावन में नाच जाए तो मोर नही होता हर दाढ़ी बढ़ाने वाला रविंद्र नाथ टैगोर नही होताresignmodi,HOF,HATE,0.0,-0.18362240493297577
815,2475,60c5d7495659ea5e55df1338,hi_hasoc_2021_2475,resignpmmodi bjpmpmlamissing modiresign covidemergency modikavaccinejumla covid19india saharanpur mohdhamza deoband behat rampur modiagainstdelhi bjpभगाओदेशबचाओ bjpfailsindia bjpexposedagain bjpresponsibleforcoronainindia,NOT,NONE,0.0,-0.0822700560092926
816,941,60c5d7495659ea5e55df0ab5,hi_hasoc_2021_941,once in a century मनहुसमोदी का साया मेरे देश के ऊपर से हट जाएगा आर्मी सारा काम संभाल रही है दवाई ऑक्सीजन आदि भी तेरे राजनीति से मुक्त हो जायेगी सभी के अपने अकालमृत्यु मर रहे है resignmodi मानवता केलिऐ resignpmmodi देशभक्त हो तो,NOT,NONE,0.0,-0.08748301863670349
817,1509,60c5d7495659ea5e55df0d8c,hi_hasoc_2021_1509,भाजपा को ऐसे अंधभक्त ही बर्बाद कर रहे हैं कायरता की निंदा जरूरी है zeenews bengalburning,NOT,NONE,0.0,-0.84489381685853
818,1258,60c5d7495659ea5e55df09b8,hi_hasoc_2021_1258,इतिहास दोहरा रहा है bengalburning,NOT,NONE,0.0,-0.06498107314109802
819,3377,60c5d7495659ea5e55df177a,hi_hasoc_2021_3377,कुछ ना कहो चुप ही रहो नौकरी तो लेना है ना गाना का स्त्रोत,NOT,NONE,0.0,-0.22781406342983246
820,682,60c5d7495659ea5e55df07e9,hi_hasoc_2021_682,कुछ तो गलत हुआ है । corona के नाम पर अगर report positive नही है तो अब तक शरीर body को उसके परिवार वाले को क्यों नही दे रहा है ।। something happened wrong in the name of covid justiceforshahabuddin arvindkejriwal,NOT,NONE,0.0,-0.6996800601482391
821,3178,60c5d7495659ea5e55df15b2,hi_hasoc_2021_3178,कमीने,NOT,NONE,0.0,-0.7079306915402412
822,1157,60c5d7495659ea5e55df0a96,hi_hasoc_2021_1157,उस दुष्ट काना को जूत्तों के मालापहना देना चाहिए।,HOF,OFFN,0.0,-0.7375907003879547
823,5157,60c5d7495659ea5e55df0f35,hi_hasoc_2021_5160,हमारे ग्राम पंचायत सिधांव जिला फतेहपुर उ प्रमें तलाबो के ये हाल है कि एक बुद पानी नहीं है जानवर और जनता दोनों परेशान है राधा कृष्ण मन्दिर के पास बाबा कुटी है बगल में तलाब है ये न है 00103 खाता न 129क है अभी तक कोई सुनवाई नहीं सरकार मौन जनता परेशान,HOF,OFFN,0.0,-0.7384643517434597
824,4539,60c5d7495659ea5e55df0b57,hi_hasoc_2021_4540,पूरे देश मे चिताएं जल रही है एक साल से तेरा बॉप विदेश में मुजरा कर रहा था क्या या ट्रम्प की बेटी को ताड रहा था modiresign modikavaccinejumla अनगिनत हत्याओं के जुर्म में आजीवनजेलजाएगातोमोदीही आजीवनजेलजाएगातोमोदीही यकीनन यदि परिजनों में बुजदिली कायरता न हो,HOF,OFFN,0.0,-0.2290184497833252
825,5052,60c5d7495659ea5e55df0d88,hi_hasoc_2021_5055,अच्छा भई बताओ यार अब के द्वारा ब्राह्मणों पर किये जा रहे अत्याचारों पर हल्ला करोगे या दुबके रहोगे कहीं कोने में सिंधिया जैसा। दोगला,HOF,OFFN,0.0,-0.6022128909826279
826,263,60c5d7495659ea5e55df06b3,hi_hasoc_2021_263,नहीं मिली नहीं मिली अब तक वैक्सीन नहीं मिली modikavaccinejumla,NOT,NONE,0.0,-0.6209016926586628
827,5603,60c5d7495659ea5e55df1790,hi_hasoc_2021_5606,न्यायालय क्यों दोगला व्यवहार करता है सन्तों के साथ आंतकियों को क्यों मिल रही है बेल sant shri asharamji bapu की उम्र 85 वर्ष है फिर भी उन्हें ayurveda इलाज के लिए भी बेल नही दी जा रही है क्यों जन जन की न्यायालय से यही पुकार है की बापूजीकोआयुर्वेदिकचिकित्सामिले,HOF,HATE,0.0,-0.5361815914511681
828,4370,60c5d7495659ea5e55df068d,hi_hasoc_2021_4371,यह वामपंथी लोगों का चुटिया बना रे साले हरामखोर,HOF,PRFN,0.0,-0.8097602240741253
829,5800,60c5d7495659ea5e55df191b,hi_hasoc_2021_5804,jehadis are murdering hindus under the protection of mamata banerjeeराष्ट्रपतिजीबंगालसंभालो bengalburning bengalviolence,HOF,HATE,0.0,-0.8701446987688541
830,2595,60c5d7495659ea5e55df1402,hi_hasoc_2021_2595,ये बंगाल की cm ममता बनर्जी नही हैये terror की आका डायन है जो बंगाल मे tmc पार्टी के आतंकवादी जिहादीयोंसे बलात्कारखुनखराबा बंमबारी कराती है tmcterror tmcgoons bengalburning bengalviolence mamtaisterrorist arrestmamta shameondiaonmamta shameonterroristmamtabanerjee,HOF,OFFN,0.030303030303030304,-0.6394206881523132
831,1845,60c5d7495659ea5e55df104f,hi_hasoc_2021_1845,bycottbjp resignmodi देशबचाओभाजपाभगाओ boycottgodimedia,NOT,NONE,0.0,-0.45131993293762207
832,1768,60c5d7495659ea5e55df0e05,hi_hasoc_2021_1768,ये कुंडा का ज़िआउल हक़ को मरवा दिया कुत्ता रघुराज प्रताप सिंह हरामी ने,HOF,OFFN,0.14285714285714285,-0.5614137053489685
833,5235,60c5d7495659ea5e55df11df,hi_hasoc_2021_5238,घोड़ों को ना मिल रही घांस गधा खा रहा च्यवनप्राश,HOF,OFFN,0.1,-0.40407589077949524
834,469,60c5d7495659ea5e55df0705,hi_hasoc_2021_469,meerut शहर में चल रहे अवैध निर्माणों पर mda ने आंखें मूंद रखी हैं। mda में ऐसे कई अवैध निर्माण की सूची है जिनकी फाइलें भी नहीं मिल पाती हैं। ताजा मामला थाना देहली गेट के पूर्वा महावीर का है जहां अवैध निर्माण ज़ोरो से चल रहा है।,NOT,NONE,0.0,-0.3899167329072952
835,4649,60c5d7495659ea5e55df0baa,hi_hasoc_2021_4650,माननीय प्रधानमंत्री गृहमंत्री बीजेपी मंत्रीयो303 सांसद विधायक ओर प्रिय अंधभक्तो अब उठ जाइए । आपके ऑनलाइन धरने से डर कर टीएमसी के गुंडे ये ब्रह्मांड छोड़ कर भाग गए हैं। bengalburning bengalisburning bengalviolence tejasvisurya modi modimustresign assemblyelections2021,HOF,HATE,0.0,-0.7247125580906868
836,1372,60c5d7495659ea5e55df0d6e,hi_hasoc_2021_1372,सत्य वचन इतिहास गवाह है ना समझोगे तो मीट जाओगे ऐ बंगला वालो तुम्हारी दास्तान तक भी ना होगी दस्तानों में unitedhindubengal bengalburning bengalviolence hinduslivesmatter,NOT,NONE,0.0,-0.1073518693447113
837,2554,60c5d7495659ea5e55df1462,hi_hasoc_2021_2554,अब एक ही रास्ता है resignmodi हाई लेवल मीटिंग कोरोना को लेकर थीबाहर आकर पता चला idbibank बैंक को बेच दिया। इन हालातों में लोग मरते रहेंगे और सरकार तमाशा देखती रहेगी।,NOT,NONE,0.0,-0.467705175280571
838,210,60c5d7495659ea5e55df064e,hi_hasoc_2021_210,once in a century मनहुसमोदी का साया मेरे देश के ऊपर से हट जाएगा आर्मी सारा काम संभाल रही है दवाई ऑक्सीजन आदि भी तेरे राजनीति से मुक्त हो जायेगी सभी के अपने अकालमृत्यु मर रहे है resignmodi मानवता केलिऐ resignpmmodi देशभक्त हो तो,NOT,NONE,0.0,-0.08748301863670349
839,1629,60c5d7495659ea5e55df0f0c,hi_hasoc_2021_1629,सीवान की पहचान राजद से नहीं है बल्कि सीवान की पहचान मरहूम शहाबुदीन साहब से है। और रही बात ओसामा की तो ओसामा सिवान से निर्दलीय भी चुनाव लडेंगे तो सीवान की जनता उनको अपने सर आंखों पर बिठाएगी। गद्दारrjd justiceforshahabuddin,NOT,NONE,0.0,-0.08743599057197571
840,2416,60c5d7495659ea5e55df121a,hi_hasoc_2021_2416,बंगाल में पलायन शुरू हो गया है अब इनके घरों में घुसपैठियों और रोहिंगियाओं का कब्ज़ा होने से पहले जी इनकी मदद कीजिए cruelmamata bengalburning,NOT,NONE,0.0,-0.5868994370102882
841,5666,60c5d7495659ea5e55df17e3,hi_hasoc_2021_5669,modikavaccinejumla कभी सुना था किसी काकी से के 35 हजार करोड़ रखी है बटवे में के बच्चो को लगवाऊंगी वैक्सीन अब कह रही है को खरीदो बुड़बक हम पोलियो का नही खरीदेखसरे का नही खरीदे तो ये जुकाम का क्यों खरीदेंगेअब तुम अपना बटवा खोलो और हमको वैक्सीन दाई दो और नही तो निक्कल लो,HOF,PRFN,0.0,-0.21387328207492828
842,3835,60c5d7495659ea5e55df19ab,hi_hasoc_2021_3835,70 साल में ऐसे पहले मुख्या मंत्री जो मुख्या मंत्री रहते हुए चुनाव हारे और फिर मुख्य मंत्री बने bengalburning,NOT,NONE,0.0,-0.16283106803894043
843,2169,60c5d7495659ea5e55df1211,hi_hasoc_2021_2169,जानवर जानवर का शिकार करता है इंसान जानवर का शिकार करता है राजनीति का नशा इंसान का शिकार करता है,NOT,NONE,0.0,-0.45626840740442276
844,228,60c5d7495659ea5e55df05fa,hi_hasoc_2021_228,आज़म खान साहब का इलाज aiims में कराया जाए… शहाबुद्दीन साहब की तरह उन्हें सिस्टम भरोसे नही छोड़ सकते justiceforshahabuddin,NOT,NONE,0.0,-0.3200647532939911
845,5508,60c5d7495659ea5e55df14e8,hi_hasoc_2021_5511,once in a century जैसा मनहुस पैदा होता है मनहुसमोदी का साया देश से हट जाएगा आर्मी सारा काम संभाल रही है दवाई ऑक्सीजन आदि भी तेरे राजनीति से मुक्त हो जायेगी सभी के अपने अकालमृत्यु मर रहे है resignmodi मानवता केलिऐ resignpmmodi देशभक्त हो तो,HOF,OFFN,0.0,-0.22925226390361786
846,5622,60c5d7495659ea5e55df16f8,hi_hasoc_2021_5625,शहाबुद्दीन साहब को कोरोना नहीं थातो अचानक मौत कैसे हुई उन्हें aiims की जगह ddu में क्यों एडमिट किया गया जब कोरोना रिपोर्ट नेगेटिव है तो शरीर सीवान क्यों नही ले जाने दिया न्यायिक जांच की मांग करते हैं gaddarrjd justiceforshahabuddin,HOF,HATE,0.0,-0.6764332763850689
847,4365,60c5d7495659ea5e55df05f3,hi_hasoc_2021_4366,same to same no difference ममताखूनीहै bengalburning bengalviolence shameonmamata presidentruleinbengal,HOF,OFFN,0.0,-0.4692438840866089
848,4391,60c5d7495659ea5e55df06c2,hi_hasoc_2021_4392,शायद अब बीजेपी वालों को समझ आया होगा कि मॉब लिंचिंग क्या होती है । शायद अब समझ आया होगा कि किसी की प्रॉपर्टी सीज होने पे उससे कैसा लगता है। बेगुनाह को सजा मिलती है तो उसपे क्या बितती है। bengalburning modihataodeshbachao resignmodi mamtabanerjee bengalelection2021,HOF,HATE,0.0,-0.13916543126106262
849,3429,60c5d7495659ea5e55df1b8f,hi_hasoc_2021_3429,अब्बू मैं हार गयाओसामा अलविदा शहाबुद्दीनसाहब। अहले इस्लाम कब्रिस्तान में सुपुर्दे ख़ाक किए गए शहाबुद्दीन साहबमैं अल्लाह रब्बुल इज़्ज़त से दुआ करता हूँ कि आपके क़ब्रएमुबारक को नूर से भर दे औऱ ज़न्नत में आला मुक़ाम दे आपको।।आमीन। justiceforshahabuddin bycottrjd,NOT,NONE,0.0,0.23586931824684143
850,4656,60c5d7495659ea5e55df0b1a,hi_hasoc_2021_4657,योग दिवस आते ही कई भाजपा नेता और योग गुरु ग्रीन फंगस लोगो से मनुहार करने लग जाते हैं कि प्लीज आप भी योग कीजिये न योग का हिन्दू धर्म से कोई लेना देना नही जबकि बोलना तो ये चाहिए कि हां योग का सम्बंध है हिन्दू धर्म से करना है तो करो वरना भाड़ में जाओ मेरी बला से,HOF,HATE,0.0,-0.13911598920822144
851,2818,60c5d7495659ea5e55df15fc,hi_hasoc_2021_2818,कोरोना और भाजपा दोनों घातक है एक तन के लिए दूसरा वतन के लिए covid19 modikavaccinejumla,NOT,NONE,0.0,-0.8669908381998539
852,2793,60c5d7495659ea5e55df14c7,hi_hasoc_2021_2793,modikavaccinejumla modidisasterforindia मोदीकासिस्टमलेडूबा modifailsindia,NOT,NONE,0.0,-0.26893842220306396
853,3863,60c5d7495659ea5e55df1c03,hi_hasoc_2021_3863,कुर्सी है तुम्हारा ये जनाजा तो नही कुर्सी है तुम्हारा ये जनाजा तो नही कुछ कर नहीं सकते तो उतर क्यो नही जाते।।। modihataodeshbachao resignpmmodi banevm newyorktimes रोजगारनहीतोसरकारनही,NOT,NONE,0.0,-0.2017737776041031
854,1313,60c5d7495659ea5e55df0ac0,hi_hasoc_2021_1313,लिखना तो बहुत कुछ है पर देश के हालात देख कर resignpmmodi लिख कहे है,NOT,NONE,0.0,-0.14217132329940796
855,4024,60c5d7495659ea5e55df190e,hi_hasoc_2021_4024,इस बदनसीब लड़की को जानते हैं आप जी bengalburning bengalviolence,NOT,NONE,0.0,0.5298051834106445
856,4119,60c5d7495659ea5e55df18f4,hi_hasoc_2021_4119,जो शहाबुद्दीन के साथ हैं वो इस ट्वीट को रीट्वीट करें और इस हैसटैग पर ट्वीट करें justiceforshahabuddin,NOT,NONE,0.0,-0.05876681208610535
